url,public_id
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-instalacao-residencial.jpg,solier/banners/catalog/banner-instalacao-residencial
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-instalacao-industrial.jpg,solier/banners/catalog/banner-instalacao-industrial
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-usina-solar-aerea.jpg,solier/banners/catalog/banner-usina-solar-aerea
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-equipe-tecnica-campo.jpg,solier/banners/catalog/banner-equipe-tecnica-campo
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-galpao-distribuicao.jpg,solier/banners/catalog/banner-galpao-distribuicao
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-escritorio-empresa.jpg,solier/banners/catalog/banner-escritorio-empresa
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-por-do-sol-paineis.jpg,solier/banners/catalog/banner-por-do-sol-paineis
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-fabrica-montagem.jpg,solier/banners/catalog/banner-fabrica-montagem
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-manutencao-tecnico.jpg,solier/banners/catalog/banner-manutencao-tecnico
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/banners/catalog/banner-certificacao-qualidade.jpg,solier/banners/catalog/banner-certificacao-qualidade
