url,public_id
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/telhado-ceramico-instalacao.jpg,solier/unidades-locais/catalog/telhado-ceramico-instalacao
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/telhado-metalico-instalacao.jpg,solier/unidades-locais/catalog/telhado-metalico-instalacao
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/fachada-residencial.jpg,solier/unidades-locais/catalog/fachada-residencial
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/fachada-comercial.jpg,solier/unidades-locais/catalog/fachada-comercial
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/quadro-medidor-energia.jpg,solier/unidades-locais/catalog/quadro-medidor-energia
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/inversor-instalado-parede.jpg,solier/unidades-locais/catalog/inversor-instalado-parede
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/vista-aerea-terreno.jpg,solier/unidades-locais/catalog/vista-aerea-terreno
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/estrutura-suporte-solo.jpg,solier/unidades-locais/catalog/estrutura-suporte-solo
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/vistoria-tecnica-local.jpg,solier/unidades-locais/catalog/vistoria-tecnica-local
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/unidades-locais/catalog/planta-baixa-unidade.jpg,solier/unidades-locais/catalog/planta-baixa-unidade
