url,public_id
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-homem-01.jpg,solier/perfis/catalog/avatar-homem-01
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-homem-02.jpg,solier/perfis/catalog/avatar-homem-02
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-homem-03.jpg,solier/perfis/catalog/avatar-homem-03
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-mulher-01.jpg,solier/perfis/catalog/avatar-mulher-01
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-mulher-02.jpg,solier/perfis/catalog/avatar-mulher-02
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-mulher-03.jpg,solier/perfis/catalog/avatar-mulher-03
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-tecnico-uniforme.jpg,solier/perfis/catalog/avatar-tecnico-uniforme
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-tecnico-epi.jpg,solier/perfis/catalog/avatar-tecnico-epi
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/logo-empresa-instaladora.png,solier/perfis/catalog/logo-empresa-instaladora
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/logo-empresa-distribuidora.png,solier/perfis/catalog/logo-empresa-distribuidora
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/logo-empresa-fabricante.png,solier/perfis/catalog/logo-empresa-fabricante
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/logo-empresa-revenda.png,solier/perfis/catalog/logo-empresa-revenda
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-placeholder-generico.jpg,solier/perfis/catalog/avatar-placeholder-generico
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/perfis/catalog/avatar-equipe-campo-01.jpg,solier/perfis/catalog/avatar-equipe-campo-01
