url,public_id
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-monocristalino-frente.jpg,solier/placas-solares/catalog/painel-monocristalino-frente
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-monocristalino-verso.jpg,solier/placas-solares/catalog/painel-monocristalino-verso
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-monocristalino-detalhe-celulas.jpg,solier/placas-solares/catalog/painel-monocristalino-detalhe-celulas
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-policristalino-frente.jpg,solier/placas-solares/catalog/painel-policristalino-frente
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-policristalino-lateral.jpg,solier/placas-solares/catalog/painel-policristalino-lateral
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-thin-film-flexivel.jpg,solier/placas-solares/catalog/painel-thin-film-flexivel
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/painel-thin-film-detalhe-camadas.jpg,solier/placas-solares/catalog/painel-thin-film-detalhe-camadas
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/moldura-aluminio-borda.jpg,solier/placas-solares/catalog/moldura-aluminio-borda
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/vidro-temperado-superficie.jpg,solier/placas-solares/catalog/vidro-temperado-superficie
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/junction-box-traseira.jpg,solier/placas-solares/catalog/junction-box-traseira
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/conector-mc4-detalhe.jpg,solier/placas-solares/catalog/conector-mc4-detalhe
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/etiqueta-especificacoes-tecnicas.jpg,solier/placas-solares/catalog/etiqueta-especificacoes-tecnicas
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/paineis-array-instalado-telhado.jpg,solier/placas-solares/catalog/paineis-array-instalado-telhado
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/paineis-empilhados-estoque.jpg,solier/placas-solares/catalog/paineis-empilhados-estoque
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/paineis-teste-laboratorio.jpg,solier/placas-solares/catalog/paineis-teste-laboratorio
https://res.cloudinary.com/solier/image/upload/v1700000000/solier/placas-solares/catalog/embalagem-transporte-paineis.jpg,solier/placas-solares/catalog/embalagem-transporte-paineis
